respondent_id,xyz_vaccine_prob,seasonal_vaccine_prob
28832,0.09948332,0.23360747
28833,0.16778892,0.3440008
28834,0.29106024,0.7195057
28835,0.27752864,0.47142363
28836,0.012395797,0.47430858
28837,0.7484139,0.8072122
28838,0.2612872,0.67028344
28839,0.59243494,0.7655194
28840,0.053785518,0.50277346
28841,0.13367842,0.28605583
28842,0.28810897,0.21684681
28843,0.22347099,0.7312019
28844,0.055979002,0.22650899
28845,0.05846924,0.17720672
28846,0.481721,0.7804278
28847,0.04695716,0.10604412
28848,0.28480878,0.3401958
28849,0.098829284,0.33176953
28850,0.046366334,0.16364597
28851,0.14829078,0.14086737
28852,0.3728944,0.7451788
28853,0.044876453,0.083976
28854,0.10038866,0.945388
28855,0.10355717,0.15698646
28856,0.0041007004,0.6653832
28857,0.10770692,0.49043489
28858,0.117243424,0.718676
28859,0.04681273,0.09610318
28860,0.12127163,0.42068014
28861,0.48159298,0.82054806
28862,0.27445388,0.47799054
28863,0.22611186,0.9187793
28864,0.6319171,0.63891625
28865,0.1672159,0.93839
28866,0.29106024,0.3495445
28867,0.073179044,0.34003848
28868,0.08517965,0.14763795
28869,0.060817603,0.14816226
28870,0.04643729,0.111424625
28871,0.027353352,0.055202484
28872,0.07475405,0.7910931
28873,0.019125735,0.095115006
28874,0.06862719,0.78259087
28875,0.16721228,0.8096358
28876,0.18167661,0.63277024
28877,0.016807625,0.079181105
28878,0.024483971,0.079417005
28879,0.17574546,0.5652722
28880,0.41305664,0.47951278
28881,0.21491168,0.17981292
28882,0.66412485,0.8011496
28883,0.3263464,0.643515
28884,0.29106024,0.3147548
28885,0.105442554,0.45501047
28886,0.08784826,0.18483463
28887,0.02138857,0.102242514
28888,0.03504407,0.13544123
28889,0.03643295,0.14785399
28890,0.12181349,0.65298104
28891,0.039340492,0.06820468
28892,0.068803266,0.09390993
28893,0.14785767,0.5604613
28894,0.07189569,0.10908508
28895,0.08187313,0.19255903
28896,0.14580224,0.15027456
28897,0.30481797,0.70320016
28898,0.012817298,0.29371697
28899,0.115740374,0.56512785
28900,0.16984798,0.41142777
28901,0.14205004,0.8021566
28902,0.29106024,0.350693
28903,0.052395504,0.11958109
28904,0.13720354,0.63172877
28905,0.15746725,0.94095224
28906,0.016771054,0.9209884
28907,0.0058243517,0.02856728
28908,0.7668453,0.8695463
28909,0.40765354,0.59243745
28910,0.05988452,0.53390145
28911,0.13080129,0.3899698
28912,0.021770202,0.852679
28913,0.11280321,0.27907273
28914,0.12705055,0.92549556
28915,0.07512661,0.13968876
28916,0.05021925,0.72637904
28917,0.15506658,0.7035943
28918,0.81642103,0.87696785
28919,0.30071798,0.68127996
28920,0.29886186,0.5496174
28921,0.14839125,0.61582404
28922,0.12640312,0.4159
28923,0.6268194,0.78416866
28924,0.04323438,0.8977519
28925,0.38378647,0.59666204
28926,0.15212609,0.11103955
28927,0.0674341,0.2280349
28928,0.33662575,0.54809225
28929,0.020281576,0.15755454
28930,0.0686974,0.15961279
28931,0.20707679,0.6398431
28932,0.5535017,0.3384615
28933,0.035831902,0.08967933
28934,0.4908427,0.47383624
28935,0.3487724,0.5004347
28936,0.061396483,0.20706922
28937,0.11399575,0.5656904
28938,0.012486823,0.15212862
28939,0.10202989,0.4131946
28940,0.29537985,0.47833282
28941,0.27429283,0.83490485
28942,0.08075944,0.17268883
28943,0.077908434,0.47614697
28944,0.0616894,0.2455861
28945,0.0777552,0.20472562
28946,0.25055674,0.34269276
28947,0.047837805,0.113639615
28948,0.177084,0.76512516
28949,0.051550318,0.21712148
28950,0.06373668,0.95554566
28951,0.05187161,0.046972163
28952,0.002011098,0.5740781
28953,0.12007922,0.7703198
28954,0.087046295,0.47927678
28955,0.02682412,0.80026287
28956,0.30410206,0.73524535
28957,0.066938534,0.1542389
28958,0.10410298,0.23450069
28959,0.19847813,0.4079641
28960,0.08780043,0.63052714
28961,0.19593106,0.18005349
28962,0.28134635,0.31690958
28963,0.03266607,0.24498339
28964,0.041347653,0.5500977
28965,0.29106024,0.15370004
28966,0.02905597,0.047951613
28967,0.70220304,0.92882293
28968,0.23452394,0.7513762
28969,0.14976212,0.20948467
28970,0.03570412,0.051044323
28971,0.122861885,0.4686224
28972,0.12859865,0.89616334
28973,0.11695028,0.39290863
28974,0.036978617,0.081969686
28975,0.048432015,0.1424102
28976,0.03804209,0.55356634
28977,0.049918998,0.03907605
28978,0.0055080852,0.26802346
28979,0.26235223,0.82720405
28980,0.0812884,0.20524226
28981,0.64757156,0.7467309
28982,0.05338735,0.12284181
28983,0.0011193893,0.0022601397
28984,0.6564357,0.75961834
28985,0.29106024,0.4708233
28986,0.29106024,0.3286559
28987,0.053910255,0.17236914
28988,0.31480172,0.5542489
28989,0.21577471,0.93387073
28990,0.26841804,0.4717499
28991,0.3394725,0.63067746
28992,0.06578817,0.094115235
28993,0.09480793,0.4709293
28994,0.12262869,0.18819131
28995,0.32151425,0.8143554
28996,0.12623666,0.47447208
28997,0.1122894,0.20613058
28998,0.5285809,0.7279468
28999,0.18818626,0.44507432
29000,0.78603107,0.8941319
29001,0.029671554,0.13401334
29002,0.10610699,0.1617115
29003,0.48497197,0.70147514
29004,0.5322118,0.77831775
29005,0.11105398,0.85001016
29006,0.05176567,0.12698865
29007,0.14817797,0.8366666
29008,0.29884028,0.37717205
29009,0.16118671,0.66185826
29010,0.06026262,0.17499596
29011,0.10765606,0.19471018
29012,0.23473182,0.3887735
29013,0.07689797,0.2853312
29014,0.19253287,0.45317927
29015,0.07358174,0.19048324
29016,0.099226326,0.7859208
29017,0.054759547,0.68288666
29018,0.03259792,0.088187695
29019,0.061022118,0.50436985
29020,0.4882635,0.71402663
29021,0.37658986,0.47229496
29022,0.20484968,0.44259775
29023,0.815435,0.8036413
29024,0.31810385,0.50439924
29025,0.03166837,0.081492566
29026,0.501089,0.47430858
29027,0.56927204,0.8853159
29028,0.04577529,0.22235021
29029,0.031892214,0.6657354
29030,0.091287896,0.26273534
29031,0.031394366,0.14553855
29032,0.68500364,0.84613955
29033,0.099854074,0.195868
29034,0.36882776,0.47384864
29035,0.054823656,0.18876775
29036,0.056800414,0.2635877
29037,0.15773824,0.82259846
29038,0.03503812,0.20358023
29039,0.29920152,0.43908292
29040,0.013362801,0.06440855
29041,0.29565498,0.5196371
29042,0.10746043,0.2242188
29043,0.07011791,0.16529332
29044,0.62848413,0.5756238
29045,0.18031755,0.14131072
29046,0.055415113,0.18777259
29047,0.08963492,0.16367404
29048,0.88329905,0.81971717
29049,0.677042,0.87364274
29050,0.086413525,0.71251166
29051,0.4428562,0.46529892
29052,0.024745468,0.15541881
29053,0.043967936,0.72729826
29054,0.053341687,0.093355246
29055,0.14622942,0.85030687
29056,0.094737805,0.7488378
29057,0.12856239,0.8776018
29058,0.0052380394,0.018328926
29059,0.044039216,0.36771345
29060,0.20649946,0.47430858
29061,0.075158834,0.5562494
29062,0.08482047,0.20665002
29063,0.77929187,0.8110336
29064,0.8767197,0.8707794
29065,0.119379565,0.12877308
29066,0.15529864,0.6770991
29067,0.7953074,0.91356236
29068,0.010032356,0.15755169
29069,0.10283772,0.8234284
29070,0.07214048,0.74546444
29071,0.40707493,0.47545967
29072,0.061331987,0.63234043
29073,0.1365279,0.22360109
29074,0.6214849,0.9094721
29075,0.062925436,0.7673291
29076,0.7151365,0.7379303
29077,0.1017744,0.90107924
29078,0.11941481,0.32272834
29079,0.71653676,0.49760982
29080,0.073276095,0.3248589
29081,0.1834368,0.8947303
29082,0.01691681,0.05373037
29083,0.042084172,0.06478794
29084,0.58752525,0.81338537
29085,0.26821083,0.72972
29086,0.8619531,0.8046689
29087,0.30521166,0.11100656
29088,0.0907134,0.36054114
29089,0.005587291,0.00872208
29090,0.058796503,0.73337233
29091,0.16969489,0.86598957
29092,0.29090887,0.4698864
29093,0.6939558,0.8656831
29094,0.0060339686,0.01667001
29095,0.03202079,0.45401174
29096,0.36294952,0.70077884
29097,0.06632227,0.10852356
29098,0.3268976,0.80129915
29099,0.54523766,0.6831167
29100,0.5252962,0.657877
29101,0.1786141,0.5546881
29102,0.39820462,0.8697806
29103,0.5249239,0.554363
29104,0.12528668,0.6425847
29105,0.4771155,0.83649564
29106,0.09969464,0.6290941
29107,0.09071684,0.25518373
29108,0.37227952,0.7713067
29109,0.10054496,0.5264689
29110,0.054402158,0.18325582
29111,0.70480084,0.87312055
29112,0.34753528,0.6721978
29113,0.13684934,0.19616784
29114,0.053736422,0.093280844
29115,0.07956319,0.30528647
29116,0.08442936,0.14578618
29117,0.29106024,0.4779041
29118,0.30853805,0.8410642
29119,0.87131524,0.9700729
29120,0.08875495,0.197336
29121,0.04088738,0.15278162
29122,0.2879513,0.96465003
29123,0.04476564,0.4713575
29124,0.12712787,0.17049056
29125,0.046911493,0.5540338
29126,0.3081789,0.38537642
29127,0.52979875,0.62271845
29128,0.14635828,0.6239389
29129,0.007657424,0.020169098
29130,0.15604986,0.6303408
29131,0.016890412,0.03858049
29132,0.5344981,0.6882119
29133,0.15358864,0.47430858
29134,0.05880282,0.23968065
29135,0.071291536,0.87265
29136,0.08853665,0.14628467
29137,0.04484033,0.42222065
29138,0.029291289,0.05770288
29139,0.035197057,0.098004706
29140,0.09270873,0.15377265
29141,0.20111893,0.12464401
29142,0.3882216,0.56616724
29143,0.10970627,0.46625602
29144,0.69161177,0.9160002
29145,0.6700736,0.6462065
29146,0.07354625,0.20578033
29147,0.12039276,0.8215224
29148,0.1241989,0.74084157
29149,0.17802012,0.7665979
29150,0.0339855,0.1972391
29151,0.05707473,0.25504184
29152,0.32657784,0.6311017
29153,0.039515954,0.09445166
29154,0.09145335,0.14543554
29155,0.28436872,0.875111
29156,0.078616604,0.21694916
29157,0.01345678,0.063061506
29158,0.10115019,0.79690444
29159,0.31969583,0.67778623
29160,0.027793303,0.096447736
29161,0.53460455,0.79761595
29162,0.055755597,0.16132665
29163,0.02811375,0.10033667
29164,0.025576096,0.06122894
29165,0.75348765,0.91049224
29166,0.045351326,0.138769
29167,0.11478099,0.068496525
29168,0.2082558,0.5559854
29169,0.6883834,0.84501374
29170,0.08984247,0.48594317
29171,0.12486425,0.6581254
29172,0.061283607,0.49124643
29173,0.005840155,0.21694045
29174,0.2187158,0.09638868
29175,0.3295981,0.63273585
29176,0.24428189,0.37783232
29177,0.37708172,0.580432
29178,0.2841357,0.39137787
29179,0.028897777,0.28414658
29180,0.056350242,0.76302063
29181,0.15460236,0.18374865
29182,0.027174229,0.15037327
29183,0.31403506,0.3794779
29184,0.030610295,0.089183696
29185,0.42720637,0.53844786
29186,0.122433804,0.60025126
29187,0.026596013,0.12625521
29188,0.070504226,0.19415009
29189,0.03212811,0.10501108
29190,0.18258937,0.48142254
29191,0.05254691,0.08149186
29192,0.12715842,0.1686873
29193,0.11062733,0.090790324
29194,0.013006903,0.06789704
29195,0.23687501,0.80062866
29196,0.018803837,0.0853289
29197,0.03212258,0.068393685
29198,0.26776886,0.32152683
29199,0.027463939,0.32201675
29200,0.6179654,0.47043368
29201,0.09329374,0.16206199
29202,0.29106024,0.43341428
29203,0.056044593,0.7452673
29204,0.055472367,0.7754002
29205,0.029109092,0.9358344
29206,0.18217169,0.84274447
29207,0.25957775,0.46770492
29208,0.14317453,0.9295145
29209,0.082996145,0.109163515
29210,0.03229796,0.03472183
29211,0.40070236,0.4485044
29212,0.006547283,0.022784365
29213,0.05714925,0.0978119
29214,0.18357925,0.6964376
29215,0.04012865,0.054724324
29216,0.61903745,0.8227762
29217,0.17847121,0.11075393
29218,0.82109755,0.89226025
29219,0.018377103,0.04647787
29220,0.114262626,0.72472894
29221,0.45364708,0.9304848
29222,0.014222673,0.0476769
29223,0.033104364,0.024199545
29224,0.5657796,0.47430858
29225,0.053442575,0.82509476
29226,0.28235132,0.20023791
29227,0.17216596,0.3834725
29228,0.7395096,0.8864715
29229,0.07118345,0.18077196
29230,0.37398267,0.4408257
29231,0.023947697,0.17909497
29232,0.15709873,0.17392737
29233,0.033531852,0.17466037
29234,0.0034376592,0.020866103
29235,0.32325536,0.6292225
29236,0.41156197,0.758208
29237,0.07441384,0.55172884
29238,0.80153674,0.828197
29239,0.023045987,0.09192089
29240,0.14812827,0.4998756
29241,0.05289384,0.18760818
29242,0.104514375,0.8738171
29243,0.20494583,0.6169192
29244,0.854338,0.9144674
29245,0.15744512,0.19698294
29246,0.025131961,0.6141339
29247,0.09395871,0.5802907
29248,0.060360145,0.116232336
29249,0.46260402,0.8573928
29250,0.14387114,0.7738742
29251,0.23751217,0.6838716
29252,0.7206164,0.8015389
29253,0.056154292,0.14717537
29254,0.41918036,0.6989449
29255,0.04849555,0.14072783
29256,0.16722663,0.5691535
29257,0.027563091,0.48518065
29258,0.06913373,0.20413883
29259,0.10396766,0.23448083
29260,0.7820065,0.61638653
29261,0.08261959,0.95957804
29262,0.29436085,0.2681351
29263,0.095280915,0.2195471
29264,0.5934155,0.8411635
29265,0.046049755,0.13580282
29266,0.021746658,0.11578097
29267,0.53736746,0.7510978
29268,0.27320835,0.06204808
29269,0.043226916,0.5907185
29270,0.04409211,0.071311794
29271,0.08224583,0.51455796
29272,0.2658783,0.37612042
29273,0.0026701232,0.01693069
29274,0.028968114,0.9396708
29275,0.1283411,0.6444518
29276,0.088851556,0.29983938
29277,0.44230923,0.5723694
29278,0.036922608,0.09468612
29279,0.107539736,0.47720984
29280,0.33280063,0.7596059
29281,0.013986524,0.4295368
29282,0.14102857,0.5147234
29283,0.21393743,0.8306488
29284,0.033705447,0.09004971
29285,0.038088728,0.6477223
29286,0.09645497,0.23363316
29287,0.1357657,0.26441696
29288,0.16997044,0.79727745
29289,0.41271043,0.90751755
29290,0.009526507,0.108036466
29291,0.070671335,0.27913755
29292,0.7306169,0.7390698
29293,0.050361294,0.3763245
29294,0.28862113,0.324892
29295,0.6126621,0.94972026
29296,0.28555852,0.7361692
29297,0.24111441,0.794551
29298,0.0654603,0.6311196
29299,0.26640484,0.6577426
29300,0.010849815,0.30591318
29301,0.032796692,0.090828784
29302,0.6216044,0.8369608
29303,0.27999902,0.42378414
29304,0.044691388,0.2972763
29305,0.082011275,0.15746239
29306,0.17300971,0.44457546
29307,0.4437473,0.6953969
29308,0.42282677,0.49679366
29309,0.3640073,0.7654596
29310,0.11094434,0.94376975
29311,0.06869138,0.5626086
29312,0.028078651,0.02119483
29313,0.6682618,0.8031424
29314,0.018211704,0.10032117
29315,0.030019606,0.057424743
29316,0.085891485,0.3591965
29317,0.04476505,0.6228521
29318,0.3261441,0.6365337
29319,0.013779284,0.7429371
29320,0.13466187,0.71705866
29321,0.15534566,0.3983009
29322,0.047230117,0.107970044
29323,0.011387743,0.039550547
29324,0.67254287,0.7681083
29325,0.77693224,0.9067511
29326,0.2324265,0.6105195
29327,0.28269458,0.5090639
29328,0.19173078,0.5613565
29329,0.34329045,0.7911627
29330,0.11917061,0.2685
29331,0.01080231,0.15424423
29332,0.022231622,0.041532025
29333,0.038339674,0.078433454
29334,0.16566104,0.10719252
29335,0.009776829,0.1185197
29336,0.06098053,0.3464849
29337,0.07219012,0.120492354
29338,0.06264167,0.21762185
29339,0.049855873,0.15250891
29340,0.09611136,0.7120887
29341,0.064725436,0.18483883
29342,0.03528871,0.7338041
29343,0.2767796,0.603809
29344,0.007613702,0.037438348
29345,0.30085513,0.56468195
29346,0.023136972,0.09063288
29347,0.36583024,0.46907803
29348,0.74008644,0.7253152
29349,0.020713858,0.22119744
29350,0.06024935,0.15071228
29351,0.07198462,0.042699385
29352,0.11074271,0.47430858
29353,0.052368212,0.124655716
29354,0.07568917,0.2977965
29355,0.026794419,0.03167167
29356,0.017364644,0.15724088
29357,0.510097,0.95772535
29358,0.65751386,0.7700385
29359,0.040077247,0.1494102
29360,0.036326535,0.08100283
29361,0.084674634,0.121458925
29362,0.08953285,0.76801056
29363,0.103741616,0.2871911
29364,0.25118557,0.58056045
29365,0.25097397,0.4305644
29366,0.010837694,0.12669462
29367,0.036892835,0.08891661
29368,0.036509667,0.102554396
29369,0.12645063,0.58345103
29370,0.3075026,0.70281863
29371,0.44486153,0.815822
29372,0.25588915,0.8282332
29373,0.29106024,0.38190845
29374,0.2803299,0.18628712
29375,0.62404037,0.7796594
29376,0.113903776,0.49847716
29377,0.086037084,0.13223542
29378,0.19443068,0.14754926
29379,0.28995478,0.4792732
29380,0.08912775,0.8032596
29381,0.3881475,0.6829314
29382,0.4255252,0.16550705
29383,0.7887429,0.869594
29384,0.39261407,0.82087696
29385,0.6346054,0.8286206
29386,0.11389938,0.49153483
29387,0.03625019,0.65975356
29388,0.013347502,0.48996824
29389,0.007216583,0.03770403
29390,0.07385264,0.91848874
29391,0.13855153,0.44183764
29392,0.6790956,0.89924294
29393,0.88066286,0.9733401
29394,0.054672055,0.77973115
29395,0.041982315,0.16414182
29396,0.08752371,0.20884684
29397,0.13476858,0.47079596
29398,0.09198294,0.8649626
29399,0.08061881,0.12294532
29400,0.022304194,0.09627452
29401,0.5486318,0.7303803
29402,0.31355324,0.8404164
29403,0.27277806,0.29218096
29404,0.20222571,0.58419025
29405,0.058995746,0.11991409
29406,0.030669209,0.468344
29407,0.79120487,0.9301218
29408,0.017093662,0.6939195
29409,0.77666277,0.89427733
29410,0.051066894,0.19450842
29411,0.7757561,0.9370239
29412,0.10179707,0.8596176
29413,0.015564383,0.08246706
29414,0.05593238,0.86142373
29415,0.8128183,0.86127436
29416,0.19884819,0.595939
29417,0.07145062,0.7441325
29418,0.78743494,0.85248804
29419,0.8601935,0.9393403
29420,0.06730785,0.2724028
29421,0.28350514,0.22190359
29422,0.17698704,0.83604217
29423,0.4393297,0.78044885
29424,0.41307756,0.4538433
29425,0.21531366,0.6792186
29426,0.76628,0.8156616
29427,0.60629356,0.7586374
29428,0.05703806,0.12182497
29429,0.028082388,0.9207778
29430,0.014449686,0.76064533
29431,0.12842141,0.6379168
29432,0.08368456,0.9463696
29433,0.29079667,0.75597167
29434,0.13614997,0.21565673
29435,0.033689547,0.78942984
29436,0.1310035,0.1720867
29437,0.8146342,0.91961193
29438,0.26985243,0.77469426
29439,0.07402843,0.16174328
29440,0.08761775,0.9242141
29441,0.102860555,0.78248984
29442,0.88839275,0.84975374
29443,0.078210816,0.22505145
29444,0.8002861,0.88345665
29445,0.08583982,0.71401596
29446,0.12925635,0.16728185
29447,0.09266093,0.488401
29448,0.0066672848,0.054735918
29449,0.08827974,0.11730003
29450,0.032770697,0.960143
29451,0.10023797,0.4698458
29452,0.29106024,0.36903456
29453,0.015350517,0.8946754
29454,0.025214953,0.049693774
29455,0.053222075,0.47430858
29456,0.59661293,0.6428847
29457,0.10436377,0.21779822
29458,0.11928833,0.23405686
29459,0.20013593,0.58202
29460,0.6694288,0.90793526
29461,0.020373687,0.11034082
29462,0.025068546,0.093006454
29463,0.59580475,0.8680809
29464,0.3209019,0.63096285
29465,0.017594188,0.69668376
29466,0.08933811,0.8730641
29467,0.6620657,0.6393262
29468,0.023510542,0.144062
29469,0.16843368,0.6040493
29470,0.049208585,0.1783613
29471,0.80789167,0.83082736
29472,0.015085524,0.040698674
29473,0.051749032,0.17908669
29474,0.15095055,0.66100967
29475,0.5254445,0.82461274
29476,0.056784283,0.7239901
29477,0.0073898477,0.044662427
29478,0.06644941,0.16746064
29479,0.12261853,0.64801097
29480,0.26558816,0.8177832
29481,0.19969687,0.8162307
29482,0.21824577,0.47212598
29483,0.070405655,0.7090287
29484,0.29106024,0.24018309
29485,0.47746637,0.8926214
29486,0.6777138,0.7176008
29487,0.04951068,0.48307404
29488,0.40418842,0.48393407
29489,0.010755523,0.078239284
29490,0.11053002,0.8424951
29491,0.27670676,0.23271051
29492,0.69011676,0.8282417
29493,0.010927427,0.051612552
29494,0.07406963,0.7820206
29495,0.7503578,0.91508126
29496,0.124405235,0.026416618
29497,0.01235399,0.057530675
29498,0.7974031,0.7241972
29499,0.020541783,0.049467452
29500,0.13178696,0.722941
29501,0.003347229,0.027505865
29502,0.28200728,0.50279856
29503,0.12195409,0.48085913
29504,0.81672543,0.53841925
29505,0.12495604,0.46548092
29506,0.04192353,0.08406988
29507,0.024951495,0.7040613
29508,0.27208135,0.28936982
29509,0.021833798,0.47550577
29510,0.15880416,0.867343
29511,0.3048879,0.55302155
29512,0.19364212,0.21495484
29513,0.17797014,0.16162491
29514,0.16787708,0.2165972
29515,0.118539564,0.13660973
29516,0.17114548,0.54413325
29517,0.16086143,0.44616887
29518,0.013544713,0.46867725
29519,0.016245836,0.019429436
29520,0.0498171,0.09568689
29521,0.015085313,0.15553617
29522,0.03783633,0.45151702
29523,0.06418881,0.21572337
29524,0.100558534,0.2369355
29525,0.13655461,0.17907241
29526,0.063782305,0.23665594
29527,0.19838026,0.34655944
29528,0.28172705,0.3783516
29529,0.3151303,0.6259016
29530,0.17357539,0.2745146
29531,0.048389807,0.3706721
29532,0.033537704,0.16399212
29533,0.05627474,0.17094636
29534,0.04569785,0.46587962
29535,0.059601758,0.18816869
29536,0.06729907,0.7866773
29537,0.6215445,0.7738388
29538,0.14093462,0.16528036
29539,0.033601966,0.23727867
29540,0.100863606,0.20418325
29541,0.13528082,0.76889825
29542,0.058979765,0.0962609
29543,0.0797671,0.167862
29544,0.6347847,0.734957
29545,0.20896327,0.50799286
29546,0.5501955,0.7276552
29547,0.15102279,0.412444
29548,0.029235698,0.10947115
29549,0.12959939,0.47553548
29550,0.00825047,0.118381165
29551,0.074013494,0.11077177
29552,0.30874163,0.96061283
29553,0.62033343,0.71242726
29554,0.39125246,0.6107838
29555,0.16643387,0.7327118
29556,0.31574818,0.6377747
29557,0.20935906,0.33713812
29558,0.107761994,0.6185329
29559,0.07402135,0.19161417
29560,0.35145143,0.472871
29561,0.010288826,0.020412542
29562,0.28531092,0.37478742
29563,0.06274103,0.06995746
29564,0.30181882,0.7036066
29565,0.08214788,0.60162735
29566,0.15252277,0.25636038
29567,0.08407805,0.7541221
29568,0.090390414,0.89969945
29569,0.08382776,0.50778043
29570,0.062048454,0.06482713
29571,0.14365593,0.4951692
29572,0.7702202,0.8327361
29573,0.7251666,0.7614373
29574,0.53863275,0.46559456
29575,0.046252802,0.12946887
29576,0.29106024,0.33760554
29577,0.69886744,0.79779035
29578,0.07694785,0.20861287
29579,0.06636346,0.120966725
29580,0.00635585,0.0455508
29581,0.8950841,0.8624636
29582,0.35894594,0.8172035
29583,0.7684093,0.9139268
29584,0.13053557,0.4175978
29585,0.093781956,0.13169363
29586,0.73284113,0.870244
29587,0.12133318,0.67191327
29588,0.060001757,0.2244615
29589,0.03666918,0.916859
29590,0.06877697,0.62407094
29591,0.084365465,0.51737165
29592,0.28803787,0.71185195
29593,0.03650123,0.56450844
29594,0.12732147,0.81037766
29595,0.29448417,0.92731214
29596,0.11260537,0.093269885
29597,0.12604277,0.58124554
29598,0.005146397,0.10313405
29599,0.08736791,0.5051818
29600,0.08282831,0.24610189
29601,0.92754805,0.9681757
29602,0.30539018,0.7917616
29603,0.22791278,0.4197861
29604,0.046770327,0.17118517
29605,0.0992852,0.07841181
29606,0.11924347,0.22064783
29607,0.039133202,0.0939853
29608,0.21478759,0.6008172
29609,0.047216162,0.12172256
29610,0.08253837,0.106105395
29611,0.023417536,0.11750181
29612,0.020135844,0.028106796
29613,0.32095233,0.50389177
29614,0.024061637,0.13447367
29615,0.5820051,0.73725635
29616,0.13798647,0.741741
29617,0.6093961,0.7943088
29618,0.06445657,0.10430899
29619,0.6506577,0.56665075
29620,0.49016365,0.7747116
29621,0.11572699,0.70785075
29622,0.08533063,0.13566212
29623,0.5898284,0.78514314
29624,0.026191885,0.21148846
29625,0.3546824,0.3992793
29626,0.015829248,0.3620105
29627,0.0152020715,0.47430858
29628,0.27756962,0.5014726
29629,0.06370019,0.90167755
29630,0.009649852,0.47430858
29631,0.20427272,0.27100027
29632,0.30246255,0.79882026
29633,0.093655005,0.44830483
29634,0.8550644,0.9010804
29635,0.0047464427,0.03591301
29636,0.033076975,0.51615334
29637,0.2557368,0.7566013
29638,0.1787669,0.7916502
29639,0.19760768,0.7140826
29640,0.034082085,0.13149405
29641,0.19009274,0.8047404
29642,0.4304168,0.8536162
29643,0.14983684,0.42203143
29644,0.28217217,0.576011
29645,0.6781175,0.8112213
29646,0.10057054,0.2584291
29647,0.8220678,0.88404965
29648,0.30751112,0.7444307
29649,0.12011275,0.20387974
29650,0.27654994,0.7108791
29651,0.06909443,0.48331717
29652,0.09075571,0.29611534
29653,0.10753544,0.7418844
29654,0.021692673,0.31718943
29655,0.15685387,0.72072166
29656,0.036133703,0.04218023
29657,0.1716812,0.8716457
29658,0.147449,0.28884178
29659,0.03595609,0.05474521
29660,0.021439262,0.08006046
29661,0.04578007,0.15144128
29662,0.40372664,0.88784075
29663,0.26600757,0.5615235
29664,0.009914171,0.047483314
29665,0.046276744,0.087920845
29666,0.013741666,0.030714182
29667,0.10894972,0.75909555
29668,0.2932997,0.65616906
29669,0.016718227,0.067719
29670,0.14493935,0.19924764
29671,0.045067266,0.042891398
29672,0.02024702,0.08189576
29673,0.2922688,0.46497166
29674,0.36469367,0.4922306
29675,0.48666638,0.7831647
29676,0.059425294,0.45379204
29677,0.31902102,0.87222373
29678,0.032781232,0.09030152
29679,0.020518158,0.07959009
29680,0.6342788,0.7647849
29681,0.0067139454,0.8518691
29682,0.2256725,0.2727074
29683,0.0807388,0.19793563
29684,0.384345,0.7026165
29685,0.8614626,0.47994396
29686,0.08390294,0.54112554
29687,0.31021821,0.39721912
29688,0.32038644,0.63341045
29689,0.06811489,0.11274537
29690,0.25447693,0.36346743
29691,0.8105063,0.82423437
29692,0.23525256,0.6429472
29693,0.05207727,0.5438704
29694,0.059254922,0.044987656
29695,0.13574207,0.45270213
29696,0.06769607,0.9116691
29697,0.025172427,0.06977704
29698,0.116215564,0.37172264
29699,0.24765176,0.4913051
29700,0.22101818,0.24260917
29701,0.18523043,0.14140038
29702,0.044718955,0.064696305
29703,0.22583045,0.71837413
29704,0.031878613,0.44547138
29705,0.14342803,0.78610945
29706,0.060454484,0.14384876
29707,0.10751956,0.23269452
29708,0.36693895,0.8813233
29709,0.11520854,0.378249
29710,0.10257487,0.2467634
29711,0.050068606,0.10725005
29712,0.060111605,0.20409226
29713,0.38964373,0.5049756
29714,0.32313198,0.48515552
29715,0.07230973,0.928503
29716,0.38211274,0.86913013
29717,0.009770479,0.051292825
29718,0.025266709,0.028654842
29719,0.6643156,0.8611163
29720,0.59764725,0.9090849
29721,0.04234504,0.18138993
29722,0.15952523,0.2320135
29723,0.0398543,0.05034779
29724,0.234534,0.5324654
29725,0.12335222,0.42646268
29726,0.031959582,0.699512
29727,0.29779026,0.67975295
29728,0.029801784,0.76689637
29729,0.0072109555,0.03476121
29730,0.043013025,0.0897503
29731,0.048000813,0.14329743
29732,0.06906557,0.099061355
29733,0.19051783,0.6010452
29734,0.15872537,0.7681303
29735,0.21205401,0.48548102
29736,0.2594045,0.85366863
29737,0.0373195,0.9100104
29738,0.03597829,0.7029668
29739,0.05455322,0.11426325
29740,0.15980457,0.7851554
29741,0.71528983,0.61158395
29742,0.029056435,0.06255885
29743,0.048420433,0.08594313
29744,0.08721601,0.17574815
29745,0.098526984,0.19873008
29746,0.01351063,0.02075941
29747,0.100004,0.3615645
29748,0.0038088378,0.06132729
29749,0.101203784,0.40556106
29750,0.089282,0.25763193
29751,0.109688014,0.16106516
29752,0.48750436,0.7446891
29753,0.15646586,0.666751
29754,0.0267757,0.7541353
29755,0.031906366,0.07937995
29756,0.49505025,0.8712489
29757,0.21039541,0.73521084
29758,0.03572293,0.876887
29759,0.07224668,0.14219588
29760,0.07306269,0.14640158
29761,0.19900231,0.52552044
29762,0.15862598,0.14737761
29763,0.30349684,0.24711959
29764,0.7787767,0.76747537
29765,0.041447494,0.14067146
